title,budget,gross,mpaa,running_time,genre,year
Get Low,7000000,10828305,PG-13,100.0,Drama,2010
A Single Man,7000000,28142379,R,100.0,Drama,2009
Warlock,7000000,8824553,R,103.0,Horror,1991
Cyrus,7000000,10062896,R,92.0,Comedy,2010
Outside Providence,7000000,7824358,R,96.0,Comedy,1999
Bride & Prejudice,7000000,25269040,PG-13,106.0,Musical,2005
Rabbit-Proof Fence,7000000,16866928,PG,93.0,Drama,2002
Who's Your Caddy?,7000000,5694308,PG-13,93.0,Comedy,2007
20th Century Women,7000000,9353729,R,118.0,Drama,2016
Split Second,7000000,5430822,R,90.0,Action,1992
Nikita,7000000,5017971,R,117.0,Thriller/Suspense,1991
The Other Side of Heaven,7000000,4720371,PG,113.0,Drama,2001
Dark Angel,7000000,4372561,R,91.0,Action,1990
American Anthem,7000000,3571624,PG-13,102.0,Drama,1986
Veer-Zaara,7000000,7017859,NR,192.0,Drama,2004
Redbelt,7000000,2667084,R,99.0,Action,2008
A Dog of Flanders,7000000,2165637,PG,106.0,Drama,1999
Auto Focus,7000000,2703821,R,106.0,Drama,2002
Assassination Nation,7000000,2852759,R,110.0,Thriller/Suspense,2018
The Mighty Macs,7000000,1891936,G,98.0,Drama,2011
Somewhere,7000000,17023121,R,98.0,Drama,2010
We Need to Talk About Kevin,7000000,10765283,R,112.0,Drama,2012
Factory Girl,7000000,1661464,R,90.0,Drama,2007
The Christmas Candle,7000000,1933829,PG,100.0,Adventure,2013
The Kid,7000000,1593173,R,99.0,Western,2019
I Hope They Serve Beer in Hell,7000000,1429453,R,105.0,Comedy,2009
Finding Your Feet,7000000,17570654,PG-13,111.0,Comedy,2018
Losin' It,7000000,1246141,R,100.0,Comedy,1983
Mother and Child,7000000,6537179,R,125.0,Drama,2010
Les Visiteurs,7000000,98754000,R,107.0,Comedy,1996
Freeheld,7000000,1732228,PG-13,103.0,Drama,2015
Dom Hemingway,7000000,1857458,R,93.0,Comedy,2013
The Extra Man,7000000,492108,R,108.0,Comedy,2010
Hesher,7000000,382946,R,109.0,Drama,2011
Chairman of the Board,7000000,306715,PG-13,106.0,Comedy,1998
Gerry,7000000,719699,R,103.0,Adventure,2003
Wah-Wah,7000000,463039,NR,106.0,,2006
The Heart of Me,7000000,531222,R,96.0,,2003
Ca$h,7000000,46488,R,108.0,Thriller/Suspense,2010
Trudno byt bogom,7000000,41038,NR,170.0,Drama,2015
The Boondock Saints,7000000,411874,R,130.0,Action,2000
Twixt,7000000,1270342,R,89.0,Horror,2012
Des nouvelles de la planète Mars,7000000,582849,NR,101.0,Comedy,2016
Snezhnaya koroleva,7000000,15193977,PG,106.0,Adventure,2012
Oddball,7000000,10338919,NR,95.0,Adventure,2015
Criminal Activities,7000000,386744,NR,94.0,Thriller/Suspense,2015
Pale Rider,6900000,41410568,R,115.0,Western,1985
House at the End of the Street,6900000,44103982,PG-13,101.0,Horror,2012
Dazed and Confused,6900000,8272370,R,102.0,Comedy,1993
Two Lovers and a Bear,6840000,22273,R,106.0,Drama,2017
Incendies,6800000,16017448,R,130.0,Drama,2010
Aimée & Jaguar,6800000,927107,NR,106.0,Drama,2000
The Chumscrubber,6800000,49526,R,106.0,Drama,2005
Shade,6800000,9533964,R,101.0,Thriller/Suspense,2004
Bran Nue Dae,6750000,6812530,PG-13,82.0,Musical,2010
"Remember Me, My Love",6700000,223878,NR,106.0,Comedy,2004
Perrier’s Bounty,6600000,828,R,106.0,,2010
Tropa de Elite,6537890,14319195,R,106.0,Action,2008
Annabelle,6500000,256857527,R,98.0,Horror,2014
Hannah Montana and Miley Cyrus: Best of Both Wo…,6500000,70712099,G,75.0,Concert/Performance,2008
Boyz n the Hood,6500000,56215095,R,112.0,Drama,1991
La Bamba,6500000,54215416,PG-13,108.0,Drama,1987
The Four Seasons,6500000,42488161,PG,107.0,Comedy,1981
Dressed to Kill,6500000,31899000,R,104.0,Thriller/Suspense,1980
Countdown,6500000,42176201,PG-13,90.0,Horror,2019
The Adventures of Huck Finn,6500000,24103594,PG,106.0,Adventure,1993
My Little Pony: The Movie,6500000,61294644,PG,99.0,Adventure,2017
Go!,6500000,28383441,R,106.0,Black Comedy,1999
Friends with Money,6500000,18110152,R,88.0,Comedy,2006
The Andromeda Strain,6500000,12376647,G,131.0,Thriller/Suspense,1971
Bats,6500000,10155691,R,91.0,Horror,1999
Same Kind of Different as Me,6500000,6468664,PG-13,120.0,Drama,2017
Nowhere in Africa,6500000,6568446,R,141.0,Drama,2003
Layer Cake,6500000,11745931,R,106.0,Thriller/Suspense,2005
The East,6500000,3027956,PG-13,117.0,Drama,2013
The Work and the Glory: American Zion,6500000,2025032,PG-13,106.0,Drama,2005
The Messenger,6500000,1744952,R,113.0,Drama,2009
A Home at the End of the World,6500000,1038228,R,106.0,Drama,2004
Aberdeen,6500000,64148,NR,106.0,Drama,2001
The Terminator,6400000,78019031,R,107.0,Action,1984
"Good Bye, Lenin!",6400000,79384533,R,121.0,Comedy,2003
Personal Shopper,6400000,3804977,R,106.0,Thriller/Suspense,2016
Control,6400000,8902141,R,106.0,Drama,2007
The Damned United,6400000,4199874,R,106.0,Drama,2009
Die Fälscher,6250000,20199663,R,98.0,Drama,2008
Ordinary People,6200000,52302978,R,124.0,Drama,1980
The Peanut Butter Falcon,6200000,23191551,PG-13,93.0,Comedy,2019
Return of the Living Dead Part II,6200000,9205924,R,89.0,Horror,1988
Gomorra,6200000,37339594,NR,137.0,Drama,2009
Les Innocentes,6200000,9249142,PG-13,115.0,Drama,2016
Mallrats,6100000,2108367,R,95.0,Comedy,1995
Grease,6000000,394278547,PG,110.0,Musical,1978
Platoon,6000000,137978395,R,119.0,Drama,1986
An Officer and a Gentleman,6000000,129795554,R,122.0,Drama,1982
Fahrenheit 9/11,6000000,221148959,R,121.0,Documentary,2004
Butch Cassidy and the Sundance Kid,6000000,102311313,PG,112.0,Western,1969
Breaking In,6000000,51485382,PG-13,88.0,Thriller/Suspense,2018
Caddyshack,6000000,39849764,R,98.0,Comedy,1980
Ready or Not,6000000,56702995,R,95.0,Black Comedy,2019
The Brothers,6000000,27958191,R,106.0,Comedy,2001
The Wrestler,6000000,46634275,R,109.0,Drama,2008
Do the Right Thing,6000000,26051502,R,120.0,Drama,1989
Escape from New York,6000000,25276350,R,98.0,Action,1981
The Wood,6000000,25059640,R,106.0,Comedy,1999
The Usual Suspects,6000000,34449356,R,106.0,Drama,1995
Chinatown,6000000,23170994,R,131.0,Drama,1974
Booksmart,6000000,24948141,R,102.0,Comedy,2019
A Nightmare On Elm Street: The Dream Child,6000000,22168359,R,90.0,Horror,1989
National Lampoon’s Van Wilder,6000000,39241323,R,106.0,Comedy,2002
Unsung Hero,6000000,21220422,PG,112.0,Drama,2024
Unplanned,6000000,21413603,R,110.0,Drama,2019
Best in Show,6000000,20695413,PG-13,90.0,Comedy,2000
The Last King of Scotland,6000000,49155371,R,121.0,Drama,2006
A Mighty Wind,6000000,18504539,PG-13,92.0,Comedy,2003
The Prodigy,6000000,22413145,R,100.0,Horror,2019
The Possession of Hannah Grace,6000000,42873730,R,85.0,Horror,2018
School Daze,6000000,14545844,R,120.0,Drama,1988
Daddy Day Camp,6000000,18209872,PG,93.0,Comedy,2007
Mystic Pizza,6000000,12793213,R,104.0,Comedy,1988
Mr. Nice Guy,6000000,31716953,PG-13,101.0,Action,1998
Sliding Doors,6000000,58809149,PG-13,99.0,Drama,1998
Tales from the Hood,6000000,11784569,R,98.0,Horror,1995
Halloween 5: The Revenge of Michael Myers,6000000,11642254,R,96.0,Horror,1989
The Words,6000000,16369708,PG-13,97.0,Drama,2012
The Year of Living Dangerously,6000000,10278575,PG,114.0,Drama,1983
The Lady in the Van,6000000,42320503,PG-13,103.0,Drama,2015
Bernie,6000000,10106975,PG-13,104.0,Black Comedy,2012
Freaky,6000000,18073433,R,101.0,Horror,2020
Pollock,6000000,10557291,R,122.0,Drama,2000
Dolphins and Whales Tribes of the Ocean 3D,6000000,17252287,NR,42.0,Documentary,2008
200 Cigarettes,6000000,6852450,R,106.0,Romantic Comedy,1999
Journey to Bethlehem,6000000,7905395,PG,98.0,Musical,2023
City Island,6000000,8173486,PG-13,104.0,Comedy,2010
Marcel the Shell with Shoes On,6000000,7111769,PG,89.0,Comedy,2022
Unbroken: Path to Redemption,6000000,6216897,PG-13,98.0,Drama,2018
Casa de mi Padre,6000000,8446952,R,84.0,Comedy,2012
The Guard,6000000,21197454,R,96.0,Comedy,2011
The Virgin Suicides,6000000,10619770,R,97.0,Black Comedy,2000
College,6000000,6176114,R,94.0,Comedy,2008
La science des rêves,6000000,15137932,R,105.0,Comedy,2006
Little Voice,6000000,21787233,R,96.0,Musical,1998
Miss March,6000000,4713059,R,90.0,Comedy,2009
Simply Irresistible,6000000,4398989,PG-13,96.0,Romantic Comedy,1999
Wish I Was Here,6000000,6591365,R,113.0,Comedy,2014
"Juliet, Naked",6000000,5767158,R,98.0,Romantic Comedy,2018
Venus,6000000,7818479,R,95.0,Drama,2006
Veronica Mars,6000000,3485383,PG-13,107.0,Drama,2014
Hedwig and the Angry Inch,6000000,3735131,R,95.0,Musical,2001
Shattered Glass,6000000,3456602,PG-13,94.0,Drama,2003
The Father,6000000,36427155,PG-13,97.0,Drama,2020
The Wackness,6000000,3330012,R,95.0,Comedy,2008
Novocaine,6000000,2522928,R,95.0,Comedy,2001
Polytechnique,6000000,1418304,NR,77.0,Drama,2009
Snow Flower and the Secret Fan,6000000,11348205,PG-13,102.0,Drama,2011
Mandy,6000000,1480281,NR,121.0,Thriller/Suspense,2018
The Business of Strangers,6000000,1290920,R,106.0,Drama,2001
Jûsan-nin no shikaku,6000000,18727440,R,125.0,Action,2011
Beastmaster 2: Through the Portal of Time,6000000,773490,PG-13,107.0,Action,1991
The Wild Bunch,6000000,509424,R,135.0,Western,1969
Under sandet,6000000,4959039,R,101.0,Thriller/Suspense,2015
The 5th Quarter,6000000,408159,PG,98.0,Drama,2011
Morvern Callar,6000000,755861,R,97.0,Drama,2002
The Flower of Evil,6000000,181798,R,106.0,,2003
Akmareul Boatda (악마를 보았다),6000000,13168809,NR,143.0,Thriller/Suspense,2011
Come Early Morning,6000000,119452,R,106.0,Drama,2006
The Greatest,6000000,117796,R,98.0,Drama,2010
Beasts of No Nation,6000000,90777,NR,137.0,Drama,2015
Deadfall,6000000,1673635,R,94.0,Thriller/Suspense,2012
Julia,6000000,1365108,NR,106.0,Thriller/Suspense,2009
Lucky Break,6000000,4316497,PG-13,107.0,Comedy,2001
"Surfer, Dude",6000000,36497,R,106.0,Comedy,2008
Song One,6000000,437089,PG-13,88.0,Drama,2015
Lake of Fire,6000000,26007,NR,106.0,Documentary,2007
Don McKay,6000000,13722,R,106.0,,2010
Épouse-moi mon pote,6000000,22367263,NR,92.0,Comedy,2017
Emma,5900000,37831658,PG,120.0,Comedy,1996
L'auberge espagnole,5900000,3910861,R,122.0,Romantic Comedy,2003
Winter in Wartime,5800000,9662214,R,103.0,Drama,2008
Foolproof,5800000,421021,R,93.0,Comedy,2003
Trade of Innocents,5800000,15091,PG-13,91.0,Thriller/Suspense,2012
Tom yum goong,5700000,43044087,R,81.0,Action,2006
Stiff Upper Lips,5700000,69582,R,94.0,Comedy,1998
The Inbetweeners,5700000,86051320,R,96.0,Comedy,2012
Valhalla Rising,5700000,731613,NR,106.0,Action,2010
Bend it Like Beckham,5600000,74566042,PG-13,112.0,Comedy,2002
Crossover,5600000,7009668,PG-13,111.0,Drama,2006
Sunshine State,5600000,3281898,PG-13,141.0,Drama,2002
Standing Ovation,5600000,531806,PG,105.0,Musical,2010
Khiladi 786,5600000,14683763,NR,141.0,Comedy,2012
[Rec] 2,5600000,18527766,R,106.0,,2010
The Sting,5500000,159616327,PG,129.0,Comedy,1973
Chariots of Fire,5500000,61924076,PG,125.0,Drama,1981
Diary of a Mad Black Woman,5500000,50458356,PG-13,116.0,Drama,2005
Shine,5500000,36675932,PG-13,105.0,Drama,1996
Don Jon,5500000,41268579,R,90.0,Romantic Comedy,2013
Show Dogs,5500000,40014998,PG,92.0,Comedy,2018
High Plains Drifter,5500000,15700000,NR,105.0,Western,1973
Hell Fest,5500000,18294883,R,89.0,Horror,2018
Mambo Italiano,5500000,12399772,R,88.0,Comedy,2003
Loving Vincent,5500000,44058550,PG-13,95.0,Drama,2017
Ghost World,5500000,8761608,R,112.0,Black Comedy,2001
Iris,5500000,5692941,R,91.0,Drama,2001
Les Choristes,5500000,83525626,PG-13,96.0,Drama,2004
Wonderland,5500000,1128468,R,104.0,Drama,2003
De battre mon coeur s'est arrêté,5500000,8589831,NR,106.0,Drama,2005
Haevnen,5500000,15867314,R,113.0,Drama,2011
Le Havre,5500000,13480196,NR,93.0,Drama,2011
El Clan,5500000,22125102,R,108.0,Drama,2015
Harvard Man,5500000,56653,R,106.0,Drama,2002
Berlin Syndrome,5500000,788191,R,116.0,Thriller/Suspense,2017
Salvation Boulevard,5500000,28468,R,96.0,Comedy,2011
R100,5500000,24956,NR,99.0,Black Comedy,2015
Miss Julie,5500000,863895,PG-13,129.0,Drama,2014
Portrait de la jeune fille en feu,5400000,11802771,R,119.0,Drama,2019
Irreversible,5400000,8133256,NR,97.0,Drama,2003
Não Pare na Pista: A Melhor História de Paulo C…,5400000,735324,NR,112.0,Drama,2015
Sound of Metal,5400000,516819,R,130.0,Drama,2020
47 Meters Down,5300000,62633705,PG-13,89.0,Thriller/Suspense,2017
Rang De Basanti,5300000,29197694,NR,106.0,Drama,2006
Grabbers,5300000,440821,NR,94.0,Black Comedy,2012
Hodejegerne,5250000,20184208,R,100.0,Thriller/Suspense,2012
The Ten,5250000,786677,R,106.0,Comedy,2007
A Room for Romeo Brass,5250000,148544,R,106.0,,2000
The Girl with all the Gifts,5250000,4801837,R,111.0,Horror,2016
Saint Ralph,5200000,1695126,PG-13,106.0,Comedy,2005
Dum Maaro Dum,5200000,11633427,R,130.0,Drama,2011
Somewhere in Time,5100000,9709597,PG,103.0,Drama,1980
My Big Fat Greek Wedding,5000000,374890034,PG,95.0,Romantic Comedy,2002
Get Out,5000000,252297405,R,104.0,Horror,2017
Paranormal Activity 3,5000000,207039844,R,81.0,Horror,2011
Saw II,5000000,152925093,R,106.0,Horror,2005
Insidious Chapter 2,5000000,161921515,PG-13,105.0,Horror,2013
Lights Out,5000000,148806510,PG-13,80.0,Horror,2016
The Visit,5000000,98677816,PG-13,94.0,Horror,2015
Happy Death Day,5000000,125010260,PG-13,96.0,Horror,2017
Paranormal Activity 4,5000000,142817992,R,87.0,Horror,2012
Ouija,5000000,103300632,PG-13,89.0,Horror,2014
MA,5000000,61220784,R,99.0,Horror,2019
A Nightmare On Elm Street 3: Dream Warriors,5000000,44793222,R,96.0,Horror,1987
No se Aceptan Devoluciones,5000000,100486616,PG-13,115.0,Comedy,2013
The Gift,5000000,58978477,R,108.0,Thriller/Suspense,2015
The Big Sick,5000000,56868677,R,119.0,Romantic Comedy,2017
The Return of the Pink Panther,5000000,41833424,G,113.0,Comedy,1975
Freddy’s Dead: The Final Nightmare,5000000,34872033,R,89.0,Horror,1991
Overcomer,5000000,38093564,PG,115.0,Drama,2019
Monster,5000000,64200321,R,109.0,Drama,2003
Paranormal Activity: The Marked Ones,5000000,90904854,R,84.0,Horror,2014
The Forge,5000000,29705427,PG,123.0,Drama,2024
Oculus,5000000,44115496,R,104.0,Horror,2014
Dallas Buyers Club,5000000,60611845,R,117.0,Drama,2013
No Escape,5000000,42844516,R,103.0,Thriller/Suspense,2015
The Elephant Man,5000000,26025896,PG,124.0,Drama,1980
The Lazarus Effect,5000000,38359310,PG-13,83.0,Horror,2015
Memento,5000000,39719431,R,113.0,Thriller/Suspense,2001
Our Idiot Brother,5000000,25861249,R,95.0,Comedy,2011
The Strangers: Prey at Night,5000000,32144262,R,85.0,Horror,2018
Clerks II,5000000,27342246,R,97.0,Comedy,2006
The Players Club,5000000,23047939,R,104.0,Black Comedy,1998
Billy Elliot,5000000,109252972,R,110.0,Drama,2000
The Way Way Back,5000000,26853810,PG-13,103.0,Comedy,2013
"As Above, So Below",5000000,41824066,R,93.0,Horror,2014
God’s Not Dead 2,5000000,23551286,PG,121.0,Drama,2016
The Apostle,5000000,21277770,PG-13,134.0,Drama,1997
The Man From Snowy River,5000000,20659721,PG,102.0,Western,1982
House Party 2,5000000,19438638,R,94.0,Comedy,1991
Doug's 1st Movie,5000000,19421271,G,83.0,Adventure,1999
Race,5000000,23745772,PG-13,134.0,Drama,2016
Mommie Dearest,5000000,25032000,PG,129.0,Drama,1981
Still Alice,5000000,41598366,PG-13,99.0,Drama,2015
Halloween 4: The Return of Michael Myers,5000000,17768757,R,88.0,Horror,1988
Apollo 18,5000000,26517819,PG-13,87.0,Thriller/Suspense,2011
"Paul, Apostle of Christ",5000000,26078500,PG-13,113.0,Drama,2018
Addicted,5000000,17499242,R,105.0,Drama,2014
O (Othello),5000000,16017403,R,106.0,Drama,2001
Gretel & Hansel,5000000,22052456,PG-13,87.0,Horror,2020
Halloween: The Curse of Michael Myers,5000000,15126948,R,88.0,Horror,1995
Eve's Bayou,5000000,14843425,R,109.0,Drama,1997
Nighthawks,5000000,19600000,R,99.0,Action,1981
Shaun of the Dead,5000000,29911269,R,99.0,Comedy,2004
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,14343976,R,100.0,Horror,1989
Spring Breakers,5000000,31149251,R,94.0,Thriller/Suspense,2013
It Comes at Night,5000000,19720203,R,91.0,Horror,2017
Y Tu Mamá También,5000000,33649881,R,106.0,Drama,2002
The Haunting of Molly Hartley,5000000,15318257,PG-13,86.0,Horror,2008
Hillary’s America: The Secret History of the De…,5000000,13099931,PG-13,100.0,Documentary,2016
Lone Star,5000000,12973948,R,135.0,Drama,1996
April Fool's Day,5000000,12947763,R,89.0,Horror,1986
Diner,5000000,12592907,R,110.0,Comedy,1982
Before I Fall,5000000,18945682,PG-13,99.0,Drama,2017
Lone Wolf McQuade,5000000,12232628,PG,107.0,Western,1983
Sunshine Cleaning,5000000,17329337,R,91.0,Comedy,2009
Fifty Shades of Black,5000000,22113075,R,93.0,Comedy,2016
The Beastmaster,5000000,10751126,PG,118.0,Action,1982
Not Easily Broken,5000000,10732909,PG-13,100.0,Drama,2009
Black Christmas,5000000,18526087,PG-13,92.0,Horror,2019
Moms’ Night Out,5000000,10537341,PG,97.0,Comedy,2014
Win Win,5000000,11869063,R,106.0,Drama,2011
The Belko Experiment,5000000,11792942,R,88.0,Horror,2017
The Perfect Match,5000000,10182050,R,91.0,Romantic Comedy,2016
Digimon: The Movie,5000000,16628751,PG,88.0,Adventure,2000
Saved!,5000000,10206551,PG-13,92.0,Black Comedy,2004
Les invasions barbares,5000000,25913869,R,99.0,Drama,2003
The Forsaken,5000000,6755271,R,90.0,Horror,2001
Jexi,5000000,10601127,R,84.0,Romantic Comedy,2019
Fahrenheit 11/9,5000000,6653715,R,128.0,Documentary,2018
Sea Rex 3D: Journey to a Prehistoric World,5000000,16515203,NR,41.0,Documentary,2010
Grandma’s Boy,5000000,6590172,R,96.0,Comedy,2006
Captain Fantastic,5000000,21340234,R,119.0,Drama,2016
Slums of Beverly Hills,5000000,5502773,R,91.0,Comedy,1998
Once Upon a Time in the West,5000000,5380604,PG-13,165.0,Western,1969
Made,5000000,5476060,R,94.0,Comedy,2001
Don’t Let Go,5000000,5288136,R,107.0,Thriller/Suspense,2019
Moon,5000000,10676073,R,97.0,Thriller/Suspense,2009
Zola,5000000,5170200,R,90.0,Black Comedy,2021
90 Minutes in Heaven,5000000,4816142,PG-13,121.0,Drama,2015
Incarnate,5000000,9371036,PG-13,86.0,Horror,2016
Keeping Up with the Steins,5000000,4414753,PG-13,106.0,Comedy,2006
The Sweet Hereafter,5000000,7951247,R,112.0,Drama,1997
Bottle Shock,5000000,4815890,PG-13,109.0,Drama,2008
My Old Lady,5000000,15220308,PG-13,107.0,Comedy,2014
Des Hommes et Des Dieux,5000000,46263525,R,122.0,Drama,2011
Nomadland,5000000,38728987,R,108.0,Drama,2021
Table 19,5000000,4620399,PG-13,87.0,Comedy,2017
The Beach Bum,5000000,4267808,R,95.0,Comedy,2019
The Outfit,5000000,4389636,R,105.0,Drama,2022
Green Room,5000000,3807503,R,94.0,Horror,2016
Thoroughbreds,5000000,3474221,R,90.0,Thriller/Suspense,2018
Heavenly Creatures,5000000,5438120,R,109.0,Drama,1994
The Other Side of the Door,5000000,12905107,R,96.0,Horror,2016
Everything Must Go,5000000,2821010,PG,96.0,Drama,2011
Kill the Messenger,5000000,6656705,R,112.0,Thriller/Suspense,2014
Rabbit Hole,5000000,6205034,PG-13,92.0,Drama,2010
Jem and the Holograms,5000000,2368937,PG,118.0,Musical,2015
Paterson,5000000,10727536,R,118.0,Comedy,2016
Zero Effect,5000000,2080693,R,106.0,Comedy,1998
A Midnight Clear,5000000,1526697,R,108.0,Drama,1992
The Machinist,5000000,8655397,R,106.0,Thriller/Suspense,2004
Light Sleeper,5000000,1050861,R,103.0,Drama,1992
American Teen,5000000,989319,PG-13,95.0,Documentary,2008
Atlas Shrugged: Who Is John Galt?,5000000,851690,PG-13,99.0,Drama,2014
Party Monster,5000000,894030,R,98.0,Comedy,2003
The Oh in Ohio,5000000,648183,R,91.0,Romantic Comedy,2006
Bottle Rocket,5000000,407576,R,106.0,Action,1996
Ain't Them Bodies Saints,5000000,1075009,R,105.0,Drama,2013
Albino Alligator,5000000,353480,R,97.0,Drama,1997
Jimi: All is By My Side,5000000,927074,R,116.0,Drama,2014
Skins,5000000,249204,R,84.0,Drama,2002
"Gandhi, My Father",5000000,2015004,NR,106.0,Drama,2007
Standard Operating Procedure,5000000,332120,R,118.0,Documentary,2008
Tucker & Dale vs. Evil,5000000,5476378,R,88.0,Black Comedy,2011
Touchback,5000000,204157,PG-13,120.0,Drama,2012
No Looking Back,5000000,143273,R,106.0,,1998
Cop Car,5000000,143658,R,88.0,Thriller/Suspense,2015
"Lovely, Still",5000000,282687,PG,92.0,Drama,2010
Tycoon,5000000,121016,NR,128.0,,2003
Desert Blue,5000000,99147,R,106.0,,1999
Decoys,5000000,96760,R,90.0,Horror,2004
Stuck,5000000,67505,R,106.0,Thriller/Suspense,2008
Redacted,5000000,861325,R,106.0,Drama,2007
Lansky,5000000,144894,R,119.0,Thriller/Suspense,2021
Rudderless,5000000,584499,R,105.0,Drama,2014
Fascination,5000000,83356,R,106.0,Thriller/Suspense,2005
Grace,5000000,8297,R,106.0,Horror,2009
Area 51,5000000,7556,R,106.0,Thriller/Suspense,2015
Revenge of the Green Dragons,5000000,213164,R,94.0,Action,2014
Mientras duermes,5000000,9109597,NR,108.0,Thriller/Suspense,2012
Flying By,5000000,4568257,PG-13,106.0,,2009
Palm Springs,5000000,1818417,R,90.0,Comedy,2020
Occupied City,5000000,152934,PG-13,262.0,Documentary,2023
A Day to Die,5000000,98616,R,105.0,Action,2022
Dying of the Light,5000000,74639,R,95.0,Thriller/Suspense,2014
Yoga Hosers,5000000,38767,PG-13,88.0,Comedy,2016
Grand Isle,5000000,5444,NR,100.0,Thriller/Suspense,2019
Born of War,5000000,671,R,106.0,Action,2015
Capricorn One,5000000,401,PG,123.0,Action,1977
Every Day,4900000,12826031,PG-13,95.0,Drama,2018
Mommy,4900000,17536004,R,134.0,Drama,2014
Obsluhoval jsem anglického krále,4900000,7174984,R,106.0,Black Comedy,2008
Soul Kitchen,4900000,23347461,NR,106.0,,2010
The Awakening,4900000,6924321,R,102.0,Horror,2012
All Hat,4900000,15198,R,106.0,Comedy,2008
Sling Blade,4833610,34175000,R,135.0,Drama,1996
Hostel,4800000,82241110,R,95.0,Horror,2006
Zimna wojna,4800000,25030444,R,84.0,Drama,2018
Only God Forgives,4800000,4494560,R,90.0,Thriller/Suspense,2013
Take Shelter,4750000,4972016,R,120.0,Drama,2011
Tristram Shandy: A Cock and Bull Story,4750000,3061763,R,106.0,Comedy,2006
Driving Lessons,4700000,239962,PG-13,106.0,,2006
Pat Garrett and Billy the Kid,4638783,11000000,R,122.0,Western,1973
Camping Sauvage,4600000,3479302,NR,100.0,Comedy,2004
Barfi,4600000,36751984,NR,120.0,Romantic Comedy,2012
Dear Frankie,4600000,3099369,PG-13,106.0,Drama,2005
The Assassination of Richard Nixon,4600000,4880143,R,106.0,Drama,2004
Le nom des gens,4600000,9261711,R,95.0,Comedy,2011
Savage Grace,4600000,968805,NR,106.0,Drama,2008
Out of the Blue,4600000,731767,NR,102.0,Drama,2007
Occupation,4600000,35111,R,119.0,Action,2018
After Hours,4500000,193314004,R,97.0,Black Comedy,1985
Police Academy,4500000,81198894,R,96.0,Comedy,1984
Four Weddings and a Funeral,4500000,242895809,R,116.0,Romantic Comedy,1994
The Blue Lagoon,4500000,47923795,R,105.0,Drama,1980
Barbarian,4500000,45352337,R,102.0,Horror,2022
Fast Times at Ridgemont High,4500000,27093116,R,90.0,Comedy,1982
Secrets & Lies,4500000,16090874,R,142.0,Drama,1996
25th Hour,4500000,25344490,R,135.0,Drama,2002
The Lobster,4500000,17985061,R,119.0,Romantic Comedy,2015
Bound,4500000,7011317,R,108.0,Thriller/Suspense,1996
Låt den rätte komma in,4500000,12196922,R,110.0,Horror,2008
Tango,4500000,5428387,PG-13,106.0,Drama,1999
Donnie Darko,4500000,7510154,R,114.0,Drama,2001
Salvando al Soldado Perez,4500000,9330465,PG-13,82.0,Action,2011
Karakter,4500000,713413,R,106.0,Drama,1998
Nannerl la soeur de Mozart,4500000,2404639,NR,106.0,Drama,2011
Spun,4500000,1022649,R,106.0,,2003
Life During Wartime,4500000,281447,R,106.0,Black Comedy,2010
Chinjeolhan geumjassi,4500000,23471871,NR,106.0,Thriller/Suspense,2006
Blackthorn,4500000,1217307,R,98.0,Western,2011
Maggie,4500000,1027760,PG-13,95.0,Drama,2015
Lilja 4-ever,4500000,4548505,R,109.0,Drama,2003
After.Life,4500000,2481925,R,104.0,Horror,2010
Mean Machine,4500000,92723,R,99.0,Drama,2002
Fong juk,4500000,51957,NR,106.0,Action,2007
Spoken Word,4500000,32961,NR,106.0,Drama,2010
The Sweeney,4500000,8000366,R,112.0,Action,2012
Falcon Rising,4500000,11774,R,103.0,Action,2014
J’ai perdu mon corps,4500000,1639538,NR,81.0,Drama,2019
One Flew Over the Cuckoo\'s Nest,4400000,163274115,R,133.0,Drama,1975
Silent Movie,4400000,36145695,PG,87.0,Comedy,1976
Anna,4357373,1200000,R,98.0,Thriller/Suspense,2014
Whale Rider,4300000,39374600,PG-13,101.0,Drama,2003
Sexy Beast,4300000,10158354,R,88.0,Drama,2001
Paa,4300000,9791282,NR,133.0,Comedy,2009
Snabba Cash,4300000,10212403,R,119.0,Thriller/Suspense,2012
Talk To Me,4250000,92181818,R,94.0,Horror,2023
Night of the Living Dead,4200000,5835247,R,92.0,Horror,1990
Nochnoy dozor,4200000,33913542,NR,114.0,Action,2006
Animal Kingdom,4200000,8078683,R,112.0,Drama,2010
George A. Romero's Survival of the Dead,4200000,101740,R,106.0,Horror,2010
Cargo,4200000,313230,R,86.0,Drama,2011
Love and Death on Long Island,4030000,2542264,PG-13,103.0,Drama,1998
Porky's,4000000,109492484,R,98.0,Comedy,1982
The Crying Game,4000000,62546695,R,111.0,Thriller/Suspense,1992
Lost in Translation,4000000,117085297,R,102.0,Drama,2003
Annie Hall,4000000,38252270,PG,93.0,Romantic Comedy,1977
The Boy Next Door,4000000,53401938,R,90.0,Thriller/Suspense,2015
Leaving Las Vegas,4000000,49800000,R,106.0,Drama,1995
Monster's Ball,4000000,43766463,R,111.0,Drama,2001
Boyhood,4000000,57273049,R,164.0,Drama,2014
Father Stu,4000000,21989422,R,124.0,Drama,2022
The Kids Are All Right,4000000,36275469,R,106.0,Comedy,2010
